issue_no,comment_no,comment_body
557,45319555,"b""Merged.\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-622-7811\n\nFax:      + 972-153-4622-7811\n\nOn Thu, Jun 5, 2014 at 2:26 PM, Gareth Thackeray notifications@github.com\nwrote:\n\n> At present if a Scripted Index Result leads to multiple updates to the\n> same doc, only the last will happen. The reason for this is that the\n> ScriptedJsonPatcher always heads to the database for a document. There is a\n> test in this pull request that demonstrates the failure.\n> \n> The fix is to store CreatedDocs as a dictionary rather than a list. Then\n> when a doc is requested we first check in the dictionary and only go to the\n> db if it has not already been created as part of the batch.\n> \n> We need this functionality so if you could merge into 2.5 it would be very\n> \n> ## much appreciated. Thanks.\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/gareththackeray/ravendb scripted-index-multi-update\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/557\n> Commit Summary\n> - RavenDB-2317\n>   AllowMultipleIndexEntriesForSameDocumentToResultTransformer should work for\n>   remote stores\n> - Fix http://issues.hibernatingrhinos.com/issue/RavenDB-2321\n> - Merge branch '2.5' of github.com:ayende/ravendb into 2.5\n> - transferred to 2.5 fix for issue RavenDB-2314\n> - silverlight related fix\n> - issue fix: RavenDB-2333 Conflicts not shown in conflicts page\n> - investigation of the issue --> WIP\n> - Fixing RavenDB-2334\n> - Merge branch 'RavenDB-2333' of github.com:maximburyak/ravendb\n> - fix for issue + unit test\n> - Fixing an issue where we didn't generate the same url for quries\n> - ScriptedJsonPatcher now uses previously-updated doc if a patch is\n>   for a doc that was updated in the same batch.\n> \n> File Changes\n> - _M_ Raven.Abstractions/Data/IndexQuery.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-0 (4)\n> - _A_ Raven.Abstractions/Exceptions/InvalidSpatialShapeExceptions.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-1 (26)\n> - _M_ Raven.Abstractions/Extensions/MetadataExtensions.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-2 (7)\n> - _M_ Raven.Abstractions/Raven.Abstractions.csproj\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-3 (5)\n> - _M_ Raven.Client.Lightweight/Connection/ServerClient.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-4 (203)\n> - _M_ Raven.Database/DocumentDatabase.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-5 (37)\n> - _M_ Raven.Database/Extensions/HttpContextExtensions.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-6 (4)\n> - _M_ Raven.Database/Impl/DTC/EsentInFlightTransactionalState.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-7 (35)\n> - _M_ Raven.Database/Impl/DTC/EsentTransactionContext.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-8 (1)\n> - _M_ Raven.Database/Impl/DTC/InFlightTransactionalState.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-9 (15)\n> - _M_ Raven.Database/Indexing/Index.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-10 (41)\n> - _M_ Raven.Database/Indexing/MapReduceIndex.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-11 (22)\n> - _M_ Raven.Database/Indexing/SimpleIndex.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-12 (71)\n> - _M_ Raven.Database/Json/ScriptedJsonPatcher.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-13 (10)\n> - _M_ Raven.Database/Storage/Esent/TransactionalStorage.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-14 (4)\n> - _M_ Raven.Database/Storage/ITransactionalStorage.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-15 (2)\n> - _M_ Raven.Database/Storage/Managed/TransactionalStorage.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-16 (2)\n> - _M_ Raven.Studio/Models/ConflictsModel.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-17 (4)\n> - _M_\n>   Raven.Tests/Bugs/TransformResults/ComplexValuesFromTransformResults.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-18 (2)\n> - _M_ Raven.Tests/Bundles/ScriptedIndexResults/AnimalType.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-19 (14)\n> - _M_\n>   Raven.Tests/Bundles/ScriptedIndexResults/ScriptedIndexResultsTest.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-20 (70)\n> - _A_ Raven.Tests/Issues/RavenDB_2314.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-21 (100)\n> - _A_ Raven.Tests/Issues/RavenDB_2334.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-22 (121)\n> - _A_ Raven.Tests/Issues/RavenDB_2387.cs\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-23 (111)\n> - _M_ Raven.Tests/Raven.Tests.csproj\n>   https://github.com/ravendb/ravendb/pull/557/files#diff-24 (2)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/557.patch\n> - https://github.com/ravendb/ravendb/pull/557.diff\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHub\n> https://github.com/ravendb/ravendb/pull/557.\n"""
559,50410186,"b'Do you have a CLA with us?\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-622-7811\n\nFax:      + 972-153-4622-7811\n\nOn Tue, Jul 29, 2014 at 12:24 AM, diegose notifications@github.com wrote:\n\n> ---\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/diegose/ravendb AsyncVersioningExtensions\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/559\n> Commit Summary\n> - Implemented async versions of GetRevisionsFor and GetRevisionIdsFor\n> \n> File Changes\n> - _M_\n>   Raven.Client.Lightweight/Bundles/Versioning/VersioningExtensions.cs\n>   https://github.com/ravendb/ravendb/pull/559/files#diff-0 (18)\n> - _M_ Raven.Tests/Bundles/Versioning/Versioning.cs\n>   https://github.com/ravendb/ravendb/pull/559/files#diff-1 (25)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/559.patch\n> - https://github.com/ravendb/ravendb/pull/559.diff\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHub\n> https://github.com/ravendb/ravendb/pull/559.\n'"
559,50417340,b'Just signed it. Where do I send it?\n'
559,50441317,"b'support@ravendb.net\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-622-7811\n\nFax:      + 972-153-4622-7811\n\nOn Tue, Jul 29, 2014 at 2:41 AM, diegose notifications@github.com wrote:\n\n> Just signed it. Where do I send it?\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHub\n> https://github.com/ravendb/ravendb/pull/559#issuecomment-50417340.\n'"
560,50441343,"b'Waiting for CLA\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-622-7811\n\nFax:      + 972-153-4622-7811\n\nOn Tue, Jul 29, 2014 at 2:32 AM, diegose notifications@github.com wrote:\n\n> ---\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/diegose/ravendb RefreshAsync\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/560\n> Commit Summary\n> - Implemented RefreshAsync\n> \n> File Changes\n> - _M_ Raven.Client.Lightweight/Document/Async/AsyncDocumentSession.cs\n>   https://github.com/ravendb/ravendb/pull/560/files#diff-0 (32)\n> - _M_ Raven.Client.Lightweight/IAsyncAdvancedSessionOperations.cs\n>   https://github.com/ravendb/ravendb/pull/560/files#diff-1 (6)\n> - _M_ Raven.Client.Lightweight/Shard/AsyncShardedDocumentSession.cs\n>   https://github.com/ravendb/ravendb/pull/560/files#diff-2 (41)\n> - _M_ Raven.Tests/Document/DocumentStoreEmbeddedTests.cs\n>   https://github.com/ravendb/ravendb/pull/560/files#diff-3 (26)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/560.patch\n> - https://github.com/ravendb/ravendb/pull/560.diff\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHub\n> https://github.com/ravendb/ravendb/pull/560.\n'"
561,50581976,b'Please direct PR to github.com/ayende/ravendb\nThis is where we are doing the 3.0 development.\nI manually merged this PR\n'
560,50582612,b'Work on the 3.0 branch is done on github.com/ayende/ravendb\nI manually merged this commit.\n'
559,50582665,b' Work on the 3.0 branch is done on github.com/ayende/ravendb\nI manually merged this commit.\n'
560,50604776,"b""Any chance to get it in 2.5?\n#559 is not so important because it's just extension methods, but this one can't be implemented that way (my current workaround is an extension method that uses reflection to get the private members)\n"""
560,50604963,"b""Afraid not, we have closed it down for anything but major bugfixes.\nNote that you can use the 3.0 client against a 2.5 server.\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-622-7811\n\nFax:      + 972-153-4622-7811\n\nOn Wed, Jul 30, 2014 at 2:53 PM, diegose notifications@github.com wrote:\n\n> Any chance to get it in 2.5?\n> #559 https://github.com/ravendb/ravendb/pull/559 is not so important\n> because it's just extension methods, but this one can't be implemented that\n> way (my current workaround is an extension method that uses reflection to\n> get the private members)\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHub\n> https://github.com/ravendb/ravendb/pull/560#issuecomment-50604776.\n"""
560,50605412,b'Sounds reasonable. Are nuget packages for 3.0 available anywhere?\n'
560,50605658,"b'Yes, see:\nhttps://www.myget.org/gallery/ravendb3\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-622-7811\n\nFax:      + 972-153-4622-7811\n\nOn Wed, Jul 30, 2014 at 3:01 PM, diegose notifications@github.com wrote:\n\n> Sounds reasonable. Are nuget packages for 3.0 available anywhere?\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHub\n> https://github.com/ravendb/ravendb/pull/560#issuecomment-50605412.\n'"
562,52632918,"b'Hi,\nDo you have a CLA with us?\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-622-7811\n\nFax:      + 972-153-4622-7811\n\nOn Tue, Aug 19, 2014 at 4:13 PM, Le DeGroat notifications@github.com\nwrote:\n\n> You need to check if ""Key"" exists before trying to cast its value to a\n> string. Key was not required in older versions.\n> \n> I just upgrade from 4ab4776\n> https://github.com/ravendb/ravendb/commit/4ab4776461df0ff8dc8f31ac428ac936085b3ad9\n> to 6dce79a\n> https://github.com/ravendb/ravendb/commit/6dce79ab348a76497ba6ebd362c6527866ee2be9\n> and I could no longer use the PUT command without a Key explicitly set to\n> \n> ## null.\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/ldegroat/ravendb patch-1\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/562\n> Commit Summary\n> - Update CommandDataFactory.cs\n> \n> File Changes\n> - _M_ Raven.Database/Data/CommandDataFactory.cs\n>   https://github.com/ravendb/ravendb/pull/562/files#diff-0 (5)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/562.patch\n> - https://github.com/ravendb/ravendb/pull/562.diff\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHub\n> https://github.com/ravendb/ravendb/pull/562.\n'"
562,52649828,"b'I\'m not sure what a CLA is.  If you are referring to a License then, yes,\nthe company I work for just got one yesterday: Medcare, Inc.\n\nSome of our older codebase was using the bulk_docs to send PUT commands for\nnew documents and did not include the Key property in the request.  The\nhashes I referred to in the pull request were in the Raven.Server.exe\ndetails.\n\nOn Tue, Aug 19, 2014 at 9:29 AM, ravendb notifications@github.com wrote:\n\n> Hi,\n> Do you have a CLA with us?\n> \n> _Oren Eini_\n> \n> CEO\n> \n> Mobile: + 972-52-548-6969\n> \n> Office: + 972-4-622-7811\n> \n> Fax: + 972-153-4622-7811\n> \n> On Tue, Aug 19, 2014 at 4:13 PM, Le DeGroat notifications@github.com\n> wrote:\n> \n> > You need to check if ""Key"" exists before trying to cast its value to a\n> > string. Key was not required in older versions.\n> > \n> > I just upgrade from 4ab4776\n> > <\n> > https://github.com/ravendb/ravendb/commit/4ab4776461df0ff8dc8f31ac428ac936085b3ad9>\n> > \n> > to 6dce79a\n> > <\n> > https://github.com/ravendb/ravendb/commit/6dce79ab348a76497ba6ebd362c6527866ee2be9>\n> > \n> > and I could no longer use the PUT command without a Key explicitly set\n> > to\n> > \n> > ## null.\n> > \n> > You can merge this Pull Request by running\n> > \n> > git pull https://github.com/ldegroat/ravendb patch-1\n> > \n> > Or view, comment on, or merge it at:\n> > \n> > https://github.com/ravendb/ravendb/pull/562\n> > Commit Summary\n> > - Update CommandDataFactory.cs\n> > \n> > File Changes\n> > - _M_ Raven.Database/Data/CommandDataFactory.cs\n> >   https://github.com/ravendb/ravendb/pull/562/files#diff-0 (5)\n> > \n> > Patch Links:\n> > - https://github.com/ravendb/ravendb/pull/562.patch\n> > - https://github.com/ravendb/ravendb/pull/562.diff\n> > \n> > \xe2\x80\x94\n> > Reply to this email directly or view it on GitHub\n> > https://github.com/ravendb/ravendb/pull/562.\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHub\n> https://github.com/ravendb/ravendb/pull/562#issuecomment-52632918.\n'"
562,52657530,"b""Ok now that I know what a CLA is. No I don't have one.  _shrug_ to lazy to fill it out and scan it back to PDF. \n\nWhile I'm pretty sure this patch would fix a very minor backwards compatibility glitch, I don't think this was the right spot to patch it.  It appears that line has been there for a very long time.  My guess is somewhere in the steps before, the jsonCommand was getting Key added to it when it was missing and that code is missing between the two revisions.\n\nEither way, I'm closing this pull request and you guys can do with my recommendation what you want :)\n"""
563,53677051,"b'Hi Andrew,\nIt looks like your changes are against the 2.5 version.\nCan you make them against the 3.0 one (the master version).\n\n_Oren Eini_\n\nCEO\n\nMobile: + 972-52-548-6969\n\nOffice:  + 972-4-622-7811\n\nFax:      + 972-153-4622-7811\n\nOn Thu, Aug 28, 2014 at 4:30 AM, Andrew Harry notifications@github.com\nwrote:\n\n> Swapped the ConfigureRequest and where the RequestTimeout.Value is Set.\n> \n> ## Otherwise the timeout value is overridden\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/maverix/ravendb master\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/563\n> Commit Summary\n> - Update HttpJsonRequestFactory.cs\n> \n> File Changes\n> - _M_ Raven.Client.Lightweight/Connection/HttpJsonRequestFactory.cs\n>   https://github.com/ravendb/ravendb/pull/563/files#diff-0 (5)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/563.patch\n> - https://github.com/ravendb/ravendb/pull/563.diff\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHub\n> https://github.com/ravendb/ravendb/pull/563.\n'"
572,65430329,b'already merged in at ayende/ravendb\n'
574,66039037,b'This could maybe changed to make the FullBackupIntervalMilliseconds & IntervalMilliseconds properties of PeriodicExportSetup nullable ints\n'
574,66039141,"b'Can you send a PR for this?\n\n*Hibernating Rhinos Ltd  *\n\nOren Eini\\* l CEO l *Mobile: + 972-52-548-6969\n\nOffice: +972-4-622-7811 *l *Fax: +972-153-4-622-7811\n\nOn Mon, Dec 8, 2014 at 10:51 AM, nickchampion notifications@github.com\nwrote:\n\n> This could maybe changed to make the FullBackupIntervalMilliseconds &\n> IntervalMilliseconds properties of PeriodicExportSetup nullable ints\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHub\n> https://github.com/ravendb/ravendb/pull/574#issuecomment-66039037.\n'"
574,66039394,b'Sure\n'
574,66046101,b'I have just added a commit to this pull request which stops the periodic export using development storage when uploading to Azure. This seems to me quite critical to merge and release as its not currently possible to perform periodic exports to Azure\n'
573,66741710,"b'Hi,\nWe are going to a CLA from you, see:\nravendb.net/contributing\n'"
573,66842000,"b'Hi,\nups, I kinda forgot about that.\nJust sent you guys an email to support@ravendb.net with my CLA in it.\n'"
577,67487605,"b'This is already in the unstable.\n\n*Hibernating Rhinos Ltd  *\n\nOren Eini\\* l CEO l *Mobile: + 972-52-548-6969\n\nOffice: +972-4-622-7811 *l *Fax: +972-153-4-622-7811\n\nOn Thu, Dec 18, 2014 at 2:29 PM, Christoph Enzmann <notifications@github.com\n\n> wrote:\n> \n> Smuggler throws an NPE with NTLM username and password. Fixed and tested\n> \n> ## it.\n> \n> You can merge this Pull Request by running\n> \n>   git pull https://github.com/dusk0r/ravendb master\n> \n> Or view, comment on, or merge it at:\n> \n>   https://github.com/ravendb/ravendb/pull/577\n> Commit Summary\n> - Smuggler: Fix NPE with Username/Password Credentials\n> \n> File Changes\n> - _M_ Raven.Smuggler/Program.cs\n>   https://github.com/ravendb/ravendb/pull/577/files#diff-0 (32)\n> \n> Patch Links:\n> - https://github.com/ravendb/ravendb/pull/577.patch\n> - https://github.com/ravendb/ravendb/pull/577.diff\n> \n> \xe2\x80\x94\n> Reply to this email directly or view it on GitHub\n> https://github.com/ravendb/ravendb/pull/577.\n'"
573,67529197,"b'Just to inform you guys, I failed with my first commit.\nThe configuration was not copied to the tenant configurations.\n\nIn the end, the index compiler could not find the extracted assemblies, because the setting pointed them to the default location.\n'"
